flyer_item,sku,offer,discount,offer_price,regular_price,instalment_mth,platform,category,url,report_time,,platform,flyer items,offer items,discount items,items by instl./mth,offer items %,discount items %,avg. discount %,avg. instl./mth %,,flyer - category,flyer items,offer items,discount items,items by instl./mth,portfolio %,offer items %,discount items %,avg. discount %,avg. instl./mth %,,flyer - category,Leon's items,Tepperman's items,The Brick items,Walmart items,,flyer - category,Leon's discount %,Tepperman's discount %,The Brick discount %,Walmart discount %
"KitchenAid® 30"" Combination Wall Oven with Air Fry Mode, , $5899 . Select for details.","KitchenAid® 30"" Combination Wall Oven with Air Fry Mode",,,5899,,,Tepperman's,"BBQ, Cooking & Dining",https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KitchenAid® 30"" Double Wall Oven with Air Fry Mode, , $5599 . Select for details.","KitchenAid® 30"" Double Wall Oven with Air Fry Mode",,,5599,,,Tepperman's,"BBQ, Cooking & Dining",https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Outdoor Area Rugs, , Starting at $98 . Select for details.",Outdoor Area Rugs,,,98,,,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Broil King Regal S 490 Pro BBQ, , NOW $1399 $27 /MO** . Select for details.",Broil King Regal S 490 Pro BBQ,,,1399,,27,Tepperman's,"BBQ, Cooking & Dining",https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Napoleon Rogue 425 Series Propane BBQ, , ONLY $899 $19 /MO** . Select for details.",Napoleon Rogue 425 Series Propane BBQ,,,899,,19,Tepperman's,"BBQ, Cooking & Dining",https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dyna-Glo Premium 3 Burner Propane BBQ, , ONLY $499 $12 /MO** . Select for details.",Dyna-Glo Premium 3 Burner Propane BBQ,,,499,,12,Tepperman's,"BBQ, Cooking & Dining",https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10' Offset Umbrellas, , Starting at 398 . Select for details.",10' Offset Umbrellas,,,,,,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Woodleaf 28"" Flame Table, , Starting at $398 . Select for details.","Woodleaf 28"" Flame Table",,,398,,,Tepperman's,Table+Chair+Desk,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Castles Sectional with Coffee Table, , ONLY $1198 $24/MO** . Select for details.",Castles Sectional with Coffee Table,,,1198,,24,Tepperman's,Sofa Sets,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harvest Dining Bench, , $698 . Select for details.",Harvest Dining Bench,,,698,,,Tepperman's,"BBQ, Cooking & Dining",https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Modern Footstool, , $188 . Select for details.",Modern Footstool,,,188,,,Tepperman's,Table+Chair+Desk,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Addy Side Chair, , $388 ea. . Select for details.",Addy Side Chair,,,388,,,Tepperman's,Table+Chair+Desk,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harvest Dining Table, , ONLY $1698 . Select for details.",Harvest Dining Table,,,1698,,,Tepperman's,Table+Chair+Desk,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Footstool, , $168 . Select for details.",Footstool,,,168,,,Tepperman's,Table+Chair+Desk,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Side Table, , $148 . Select for details.",Side Table,,,148,,,Tepperman's,Table+Chair+Desk,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C.R. Plastic Products Modern Adirondack, , $398 . Select for details.",C.R. Plastic Products Modern Adirondack,,,398,,,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C.R. Plastic Products Classic Adirondack, , $398 . Select for details.",C.R. Plastic Products Classic Adirondack,,,398,,,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C.R. PLASTIC Upright Adirondack, , $398 . Select for details.",C.R. PLASTIC Upright Adirondack,,,398,,,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eco Graphite Infused Shoulder Cut Pillow, , for $199.95 . Select for details.",Eco Graphite Infused Shoulder Cut Pillow,,,199.95,,,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cool Ice Adjustable pillow, BUY ONE Cool Ice Adjustable pillow for $129.95 GET ONE FREE!, $129.95 . Select for details.",Cool Ice Adjustable pillow,BUY ONE Cool Ice Adjustable pillow for $129.95 GET ONE FREE!,129.95,129.95,259.9,,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Perform Medium Tempur-Pedic® Mattress, , Starting from $2498 . Select for details.",Perform Medium Tempur-Pedic® Mattress,,,2498,,,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KINGSDOWN K2 Komfort Foam Mattress, SAVE *$1000, NOW $1998 $37/MO** . Select for details.",KINGSDOWN K2 Komfort Foam Mattress,SAVE *$1000,1000,1998,2998,37,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rubys Euro Top Hybrid Mattress, SAVE *$1200 ON QUEEN, NOW $1398 . Select for details.",Rubys Euro Top Hybrid Mattress,SAVE *$1200 ON QUEEN,1200,1398,2598,,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sealy Diamonto Tight Top Hybrid Mattress, SAVE $1200, NOW $1298 $25 /MO** . Select for details.",Sealy Diamonto Tight Top Hybrid Mattress,SAVE $1200,1200,1298,2498,25,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adjustable Base, , $398 . Select for details.",Adjustable Base,,,398,,,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stearns & Foster Mon Tresor Mattress, SAVE* $1600 ON QUEEN, NOW $1798 $34/MO** . Select for details.",Stearns & Foster Mon Tresor Mattress,SAVE* $1600 ON QUEEN,1600,1798,3398,34,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"iComfort Eco Medium Mattress, , NOW $1498 . Select for details.",iComfort Eco Medium Mattress,,,1498,,,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cloverhill Hybrid Mattress, SAVE* $500 ON QUEEN, NOW $1498 $29 /MO** . Select for details.",Cloverhill Hybrid Mattress,SAVE* $500 ON QUEEN,500,1498,1998,29,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sariah Euro Pillow Top Mattress, SAVE *$700 ON QUEEN, NOW $998 $20/MO** . Select for details.",Sariah Euro Pillow Top Mattress,SAVE *$700 ON QUEEN,700,998,1698,20,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sealy Westley Euro Top Mattress, SAVE* $700 ON QUEEN, NOW $898 $19/MO++ . Select for details.",Sealy Westley Euro Top Mattress,SAVE* $700 ON QUEEN,700,898,1598,19,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donna Euro Ton Mattress, SAVE $600, NOW $798 $17/MO** . Select for details.",Donna Euro Ton Mattress,SAVE $600,600,798,1398,17,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kingsdown Paris II Euro Top Mattress, SAVE* 50%, NOW $648 $15 /MO** . Select for details.",Kingsdown Paris II Euro Top Mattress,SAVE* 50%,648,648,1296,15,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KINGSDOWN Rio II Euro Top Mattress, SAVE *50%, NOW $598 $14/MO** . Select for details.",KINGSDOWN Rio II Euro Top Mattress,SAVE *50%,598,598,1196,14,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sedona Home Office, SAVE* $200,  . Select for details.",Sedona Home Office,SAVE* $200,200,,,,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cannery Bridge Home Office, SAVE* $200, NOW $798 $17/MO** . Select for details.",Cannery Bridge Home Office,SAVE* $200,200,798,998,17,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maylee Dining Set, SAVE*$400, NOW $2298 $42 /MO** . Select for details.",Maylee Dining Set,SAVE*$400,400,2298,2698,42,Tepperman's,"BBQ, Cooking & Dining",https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burkhaus Dining Set, SAVE* $600, NOW $1698 $32 /MO** . Select for details.",Burkhaus Dining Set,SAVE* $600,600,1698,2298,32,Tepperman's,"BBQ, Cooking & Dining",https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bookcase, SAVE* $50, NOW $248 . Select for details.",Bookcase,SAVE* $50,50,248,298,,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Julien Fireplace Media Console, SAVE* $200, NOW $698 $15 /MONTH** . Select for details.",Julien Fireplace Media Console,SAVE* $200,200,698,898,15,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Double Bridge Dining Set, SAVE* $400, ONLY $1698 $32 /MO** . Select for details.",Double Bridge Dining Set,SAVE* $400,400,1698,2098,32,Tepperman's,"BBQ, Cooking & Dining",https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lyncott Dining Set, SAVE* $400, NOW $1398 . Select for details.",Lyncott Dining Set,SAVE* $400,400,1398,1798,,Tepperman's,"BBQ, Cooking & Dining",https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montillian TV Stand, SAVE* $400, NOW $798 . Select for details.",Montillian TV Stand,SAVE* $400,400,798,1198,,Tepperman's,TV & Lighting,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reclaimed Wood-Look TV Stand, SAVE* $100, NOW $398 . Select for details.",Reclaimed Wood-Look TV Stand,SAVE* $100,100,398,498,,Tepperman's,TV & Lighting,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aerie Collection, , ONLY $2998 $54 /MO** . Select for details.",Aerie Collection,,,2998,,54,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jorvalee Accent Table, SAVE* $200, NOW $398 . Select for details.",Jorvalee Accent Table,SAVE* $200,200,398,598,,Tepperman's,Table+Chair+Desk,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Onoway Collection, , ONLY $1698 $32 /MO** . Select for details.",Onoway Collection,,,1698,,32,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Area Rugs, , Starting from $149.96 After Discount . Select for details.",Area Rugs,,,149.96,,,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morry Collection, , ONLY $1598 $30 /MO** . Select for details.",Morry Collection,,,1598,,30,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colter Collection, , ONLY $1298 $25 /MO** . Select for details.",Colter Collection,,,1298,,25,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Devin Coffee Table, , ONLY $598 $14 /MONTH** . Select for details.",Devin Coffee Table,,,598,,14,Tepperman's,Table+Chair+Desk,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joanna Coffee Table, , ONLY $398 . Select for details.",Joanna Coffee Table,,,398,,,Tepperman's,Table+Chair+Desk,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Essie Collection, , ONLY $998 $20/MO** . Select for details.",Essie Collection,,,998,,20,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waldon Collection, , ONLY $998 . Select for details.",Waldon Collection,,,998,,,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Walton Coffee Table, , ONLY $398 . Select for details.",Walton Coffee Table,,,398,,,Tepperman's,Table+Chair+Desk,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ari Table Set, , ONLY $248 . Select for details.",Ari Table Set,,,248,,,Tepperman's,Table+Chair+Desk,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Savva Collection, , NOW $1649.98 $31 /MO** . Select for details.",Savva Collection,,,1649.98,,31,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Opus Bedroom Collection, SAVE* $300, NOW $1098 . Select for details.",Opus Bedroom Collection,SAVE* $300,300,1098,1398,,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diana Bedroom Collection, , NOW $698 . Select for details.",Diana Bedroom Collection,,,698,,,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Winnie Bedroom Collection, SAVE *$150, NOW $348 . Select for details.",Winnie Bedroom Collection,SAVE *$150,150,348,498,,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Violet Bedroom Collection, SAVE* $200, NOW $498 . Select for details.",Violet Bedroom Collection,SAVE* $200,200,498,698,,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Megan Full Or Queen Upholstered Storage Bed, , ONLY $598 $14 /MO** . Select for details.",Megan Full Or Queen Upholstered Storage Bed,,,598,,14,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Willowbrook Bedroom Collection, , NOW $448 . Select for details.",Willowbrook Bedroom Collection,,,448,,,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barnaby Collection, , ONLY $1998 $37/MO** . Select for details.",Barnaby Collection,,,1998,,37,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pixie Lift Chair, , ONLY $898 $19 /MONTH** . Select for details.",Pixie Lift Chair,,,898,,19,Tepperman's,Table+Chair+Desk,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rodas II Collection, , ONLY $1698 $32 /MO** . Select for details.",Rodas II Collection,,,1698,,32,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rodas Collection, , ONLY $1198 $24 /MO** . Select for details.",Rodas Collection,,,1198,,24,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Balmore Rocker Recliner, , ONLY $798 $17 /MONTH** . Select for details.",Balmore Rocker Recliner,,,798,,17,Tepperman's,Sofa Sets,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seamus Pop-Up Bed, , ONLY $998 . Select for details.",Seamus Pop-Up Bed,,,998,,,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rex Glider Recliner, , ONLY $498 $12 /MONTH** . Select for details.",Rex Glider Recliner,,,498,,12,Tepperman's,Sofa Sets,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Abinger Collection, , ONLY $1498 . Select for details.",Abinger Collection,,,1498,,,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Abinger Collection, , ONLY $598 $14/MO** . Select for details.",Abinger Collection,,,598,,14,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arias Collection, 50% OFF, NOW $649.98 $15/MO** . Select for details.",Arias Collection,50% OFF,649.98,649.98,1299.96,15,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Isobel Accent Chair, , ONLY $398 . Select for details.",Isobel Accent Chair,,,398,,,Tepperman's,Table+Chair+Desk,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enid Accent Chair, , ONLY $298 . Select for details.",Enid Accent Chair,,,298,,,Tepperman's,Table+Chair+Desk,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15000 BTU Window Air Conditioner, , $599 . Select for details.",15000 BTU Window Air Conditioner,,,599,,,Tepperman's,Refrigeration,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wicker Daybed, , ONLY $898 $19 /MO** . Select for details.",Wicker Daybed,,,898,,19,Tepperman's,Sofa Sets,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dyna-Glo Premium 3 Burner Natural Gas BBQ, , $549 . Select for details.",Dyna-Glo Premium 3 Burner Natural Gas BBQ,,,549,,,Tepperman's,"BBQ, Cooking & Dining",https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tofino Deep Seating Chair, , ONLY $858 $18 /MO** . Select for details.",Tofino Deep Seating Chair,,,858,,18,Tepperman's,Table+Chair+Desk,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOVESEAT, , ONLY $1578 $30 /MO** . Select for details.",LOVESEAT,,,1578,,30,Tepperman's,Sofa Sets,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ashland Fire 35' Propane Gas Fire Pit, , $498 . Select for details.",Ashland Fire 35' Propane Gas Fire Pit,,,498,,,Tepperman's,"BBQ, Cooking & Dining",https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tofino Deep Seating Collection, , ONLY $2298 $42 /MO** . Select for details.",Tofino Deep Seating Collection,,,2298,,42,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 Cu.Ft. Top Freezer Fridge, , $598 . Select for details.",15 Cu.Ft. Top Freezer Fridge,,,598,,,Tepperman's,Refrigeration,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4K Crystal UHD LED HDR Pur Color Smart TV, , $648 . Select for details.",4K Crystal UHD LED HDR Pur Color Smart TV,,,648,,,Tepperman's,TV & Lighting,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Serta iComfort Superclear Mattress, , ONLY $698 $15 /MO** . Select for details.",Serta iComfort Superclear Mattress,,,698,,15,Tepperman's,Bedroom & Mattress,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kent Collection, , ONLY $798 $17 /MO** . Select for details.",Kent Collection,,,798,,17,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zella King For The Price Of A Full, SAVE* $400, NOW $198 $7/MO** . Select for details.",Zella King For The Price Of A Full,SAVE* $400,400,198,598,7,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clearance Electronics, Up To 25% OFF*,  . Select for details.",Clearance Electronics,Up To 25% OFF*,,,,,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clearance Appliances, Up to 25% off,  . Select for details.",Clearance Appliances,Up to 25% off,,,,,Tepperman's,,https://www.teppermans.com/flyers,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung 65"" OLED 4K Smart TV - QN65S95CAFXZC, , NOW ONLY $3099 . Select for details.","Samsung 65"" OLED 4K Smart TV - QN65S95CAFXZC",,,3099,,,Leon's,TV & Lighting,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung 85"" CUHD 4K Smart TV UN85CU7000FXZC, , NOW ONLY $1799 . Select for details.","Samsung 85"" CUHD 4K Smart TV UN85CU7000FXZC",,,1799,,,Leon's,TV & Lighting,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LG 86"" 4K NANO75 LED 120 Smart TV with ThinQ AI - 86NANO75UQA, , NOW ONLY $1799 . Select for details.","LG 86"" 4K NANO75 LED 120 Smart TV with ThinQ AI - 86NANO75UQA",,,1799,,,Leon's,TV & Lighting,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung 75"" 4K Tizen Smart CUHD TV - UN75DU7100FXZC, SAVE $100, $1199 . Select for details.","Samsung 75"" 4K Tizen Smart CUHD TV - UN75DU7100FXZC",SAVE $100,100,1199,1299,,Leon's,TV & Lighting,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SONY 65"" 4K HDR LED Google TV - KD65X80K, SAVE $100, $999 . Select for details.","SONY 65"" 4K HDR LED Google TV - KD65X80K",SAVE $100,100,999,1099,,Leon's,TV & Lighting,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LG 65"" 4K NANO75 LED TruMotion 120 Smart TV with ThinQ AI - 65NANO75UQA, , NOW ONLY $999 . Select for details.","LG 65"" 4K NANO75 LED TruMotion 120 Smart TV with ThinQ AI - 65NANO75UQA",,,999,,,Leon's,TV & Lighting,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SONY 55"" 4K HDR LED Google TV - KD55X80K, SAVE $50, $849 . Select for details.","SONY 55"" 4K HDR LED Google TV - KD55X80K",SAVE $50,50,849,899,,Leon's,TV & Lighting,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung 65"" 4K Tizen Smart CUHD TV - UN65DU7100FXZC, SAVE $50, $849 . Select for details.","Samsung 65"" 4K Tizen Smart CUHD TV - UN65DU7100FXZC",SAVE $50,50,849,899,,Leon's,TV & Lighting,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
